camX,camY,camZ,camTheta,camRX,camRY,camRZ,obj_gazeX,obj_gazeY,obj_gazeZ
31.913,29.592,-96.602,0.359,-0.945,-0.302,0.121,27.410,32.790,0.000
31.780,29.639,-96.579,0.358,-0.947,-0.296,0.121,27.960,33.180,0.000
31.622,29.750,-96.584,0.356,-0.949,-0.291,0.122,27.960,33.400,0.000
31.466,29.903,-96.619,0.354,-0.951,-0.286,0.123,27.680,33.400,0.000
31.329,30.065,-96.676,0.351,-0.953,-0.281,0.124,27.410,33.450,0.000
31.218,30.199,-96.739,0.349,-0.954,-0.275,0.125,27.300,33.510,0.000
31.121,30.283,-96.793,0.347,-0.956,-0.268,0.125,26.960,33.450,0.000
31.018,30.318,-96.832,0.345,-0.959,-0.260,0.125,26.800,33.230,0.000
30.888,30.324,-96.856,0.344,-0.962,-0.248,0.125,26.800,32.960,0.000
30.729,30.328,-96.873,0.342,-0.965,-0.234,0.124,33.510,31.960,0.000
30.554,30.346,-96.887,0.340,-0.968,-0.217,0.124,40.000,30.240,0.000
30.395,30.371,-96.899,0.338,-0.971,-0.200,0.123,41.670,30.290,0.000
30.281,30.387,-96.908,0.336,-0.974,-0.184,0.123,42.890,28.740,0.000
30.226,30.376,-96.910,0.335,-0.977,-0.170,0.123,43.270,29.290,0.000
30.222,30.335,-96.904,0.335,-0.979,-0.157,0.123,43.720,29.850,0.000
30.248,30.281,-96.894,0.335,-0.980,-0.147,0.122,44.000,30.630,0.000
30.275,30.235,-96.885,0.335,-0.981,-0.138,0.122,44.110,30.900,0.000
30.286,30.220,-96.881,0.335,-0.983,-0.129,0.122,44.270,32.350,0.000
30.274,30.243,-96.884,0.334,-0.984,-0.121,0.123,44.500,32.960,0.000
30.245,30.301,-96.892,0.334,-0.986,-0.114,0.123,44.660,33.230,0.000
30.209,30.385,-96.905,0.333,-0.987,-0.106,0.125,45.720,33.180,0.000
30.173,30.483,-96.918,0.333,-0.988,-0.100,0.126,45.770,33.950,0.000
30.140,30.585,-96.931,0.332,-0.989,-0.094,0.127,45.050,34.400,0.000
30.110,30.686,-96.943,0.331,-0.989,-0.089,0.129,62.420,28.630,0.000
30.082,30.783,-96.955,0.330,-0.990,-0.085,0.130,93.040,29.070,0.000
30.055,30.872,-96.968,0.329,-0.990,-0.081,0.131,99.090,26.080,0.000
30.031,30.947,-96.980,0.329,-0.990,-0.078,0.133,81.280,24.690,0.000
30.018,31.002,-96.990,0.328,-0.990,-0.076,0.134,79.780,25.080,0.000
30.022,31.032,-96.997,0.328,-0.990,-0.075,0.136,78.500,25.740,0.000
30.049,31.035,-97.000,0.328,-0.989,-0.075,0.137,77.620,26.240,0.000
30.102,31.016,-96.997,0.328,-0.989,-0.077,0.139,62.640,35.510,0.000
30.175,30.983,-96.992,0.329,-0.989,-0.079,0.140,57.200,42.940,0.000
30.261,30.950,-96.985,0.329,-0.988,-0.083,0.141,55.700,45.440,0.000
30.349,30.929,-96.979,0.330,-0.988,-0.086,0.141,55.090,46.100,0.000
30.427,30.927,-96.977,0.330,-0.988,-0.090,0.141,54.370,46.490,0.000
30.485,30.944,-96.979,0.330,-0.988,-0.092,0.141,54.540,45.770,0.000
30.511,30.974,-96.985,0.330,-0.988,-0.094,0.141,54.370,46.220,0.000
30.501,31.006,-96.995,0.330,-0.988,-0.094,0.140,53.930,45.940,0.000
30.455,31.034,-97.006,0.329,-0.988,-0.092,0.140,53.870,45.270,0.000
30.381,31.054,-97.018,0.329,-0.989,-0.090,0.140,53.480,45.160,0.000
30.293,31.065,-97.030,0.329,-0.989,-0.087,0.140,51.430,45.550,0.000
30.206,31.069,-97.041,0.328,-0.989,-0.083,0.139,50.320,44.830,0.000
30.131,31.068,-97.052,0.328,-0.990,-0.080,0.139,50.540,44.000,0.000
30.076,31.067,-97.064,0.328,-0.990,-0.078,0.138,50.430,43.940,0.000
30.039,31.066,-97.077,0.328,-0.990,-0.076,0.138,50.150,44.000,0.000
30.019,31.068,-97.094,0.327,-0.990,-0.074,0.138,49.990,43.940,0.000
30.007,31.075,-97.114,0.326,-0.990,-0.072,0.138,49.820,44.000,0.000
29.998,31.087,-97.137,0.325,-0.990,-0.071,0.139,50.430,44.220,0.000
29.985,31.105,-97.164,0.324,-0.990,-0.069,0.140,53.650,43.220,0.000
29.964,31.126,-97.192,0.323,-0.990,-0.067,0.142,55.200,42.110,0.000
29.937,31.148,-97.222,0.321,-0.990,-0.065,0.144,55.760,41.390,0.000
29.902,31.170,-97.253,0.319,-0.990,-0.061,0.145,56.040,40.390,0.000
29.862,31.191,-97.284,0.317,-0.990,-0.057,0.147,56.310,39.830,0.000
29.818,31.211,-97.316,0.315,-0.990,-0.053,0.149,56.480,39.610,0.000
29.774,31.231,-97.348,0.313,-0.990,-0.047,0.151,56.700,39.450,0.000
29.732,31.254,-97.381,0.311,-0.990,-0.040,0.153,56.870,39.450,0.000
29.694,31.280,-97.415,0.309,-0.990,-0.033,0.155,56.870,39.720,0.000
29.662,31.308,-97.451,0.306,-0.990,-0.025,0.157,56.980,39.830,0.000
29.638,31.336,-97.487,0.304,-0.990,-0.017,0.160,57.140,39.060,0.000
29.622,31.360,-97.523,0.301,-0.989,-0.008,0.163,57.200,39.000,0.000
29.614,31.377,-97.558,0.299,-0.989,0.000,0.165,57.480,38.560,0.000
29.613,31.385,-97.590,0.296,-0.988,0.008,0.168,57.640,38.390,0.000
29.617,31.387,-97.620,0.294,-0.987,0.016,0.169,58.370,38.120,0.000
29.626,31.384,-97.645,0.292,-0.986,0.023,0.170,59.140,37.890,0.000
29.636,31.379,-97.664,0.291,-0.985,0.030,0.171,59.810,38.340,0.000
29.645,31.376,-97.677,0.291,-0.984,0.037,0.171,60.200,37.170,0.000
29.649,31.380,-97.683,0.291,-0.983,0.043,0.172,60.580,36.510,0.000
29.646,31.393,-97.683,0.291,-0.982,0.050,0.172,60.640,36.560,0.000
29.635,31.417,-97.680,0.291,-0.982,0.057,0.173,60.580,37.010,0.000
29.618,31.445,-97.672,0.291,-0.981,0.064,0.174,60.470,36.890,0.000
29.602,31.471,-97.662,0.291,-0.981,0.071,0.176,60.810,36.400,0.000
29.592,31.484,-97.649,0.291,-0.980,0.078,0.178,61.530,35.670,0.000
29.592,31.478,-97.634,0.291,-0.980,0.085,0.180,62.470,35.340,0.000
29.600,31.452,-97.616,0.291,-0.979,0.091,0.183,63.470,34.900,0.000
29.613,31.412,-97.597,0.291,-0.978,0.096,0.185,64.410,34.950,0.000
29.625,31.369,-97.579,0.291,-0.978,0.101,0.187,64.910,35.730,0.000
29.633,31.335,-97.562,0.291,-0.977,0.107,0.189,62.360,36.890,0.000
29.633,31.321,-97.549,0.291,-0.976,0.112,0.191,61.190,37.840,0.000
29.625,31.334,-97.540,0.290,-0.975,0.118,0.193,60.640,37.840,0.000
29.609,31.373,-97.535,0.289,-0.974,0.124,0.194,60.700,37.390,0.000
29.591,31.426,-97.532,0.288,-0.973,0.129,0.195,59.470,37.060,0.000
29.579,31.472,-97.529,0.287,-0.972,0.134,0.196,57.870,36.780,0.000
29.582,31.489,-97.520,0.286,-0.971,0.138,0.196,57.370,36.010,0.000
29.606,31.455,-97.502,0.285,-0.971,0.141,0.195,57.030,35.560,0.000
29.652,31.362,-97.471,0.285,-0.971,0.142,0.194,57.030,34.950,0.000
29.713,31.220,-97.425,0.285,-0.972,0.142,0.193,56.810,34.900,0.000
29.775,31.054,-97.369,0.286,-0.972,0.141,0.190,56.810,33.840,0.000
29.823,30.900,-97.310,0.287,-0.972,0.141,0.188,56.700,33.840,0.000
29.846,30.787,-97.258,0.288,-0.972,0.140,0.185,56.370,34.180,0.000
29.839,30.733,-97.221,0.288,-0.973,0.141,0.183,55.810,34.400,0.000
29.813,30.729,-97.200,0.288,-0.973,0.142,0.181,55.700,31.400,0.000
29.781,30.754,-97.192,0.288,-0.972,0.143,0.180,55.980,30.460,0.000
29.760,30.776,-97.191,0.288,-0.972,0.144,0.179,56.090,30.900,0.000
